animal_id,animal_type,animal_breed,month,year,census_tract,council_district,intake_type,intake_date,outcome_type,outcome_date,chip_status,animal_origin
A0991609,DOG,WELSH CORGI PEM,MAY,2017,75243,43,FOUND REPORT,5/2/17,FOUND REPORT,5/14/17,UNABLE TO SCAN,OVER THE COUNTER
A0990067,DOG,PIT BULL,APR,2017,4900,4,STRAY,4/21/17,ADOPTION,5/5/17,SCAN NO CHIP,SWEEP
A1000015,DOG,ROTTWEILER,JUN,2017,2702,7,OWNER SURRENDER,6/28/17,EUTHANIZED,7/17/17,SCAN NO CHIP,OVER THE COUNTER
A1004814,DOG,CHIHUAHUA SH,AUG,2017,6700,3,STRAY,8/11/17,RETURNED TO OWNER,8/11/17,SCAN NO CHIP,SWEEP
A0962853,DOG,DACHSHUND,NOV,2016,20500,6,STRAY,11/3/16,ADOPTION,11/7/16,SCAN NO CHIP,OVER THE COUNTER
A0980009,DOG,CHIHUAHUA SH,FEB,2017,12400,9,STRAY,2/7/17,RETURNED TO OWNER,2/8/17,SCAN NO CHIP,OVER THE COUNTER
A0995456,CAT,DOMESTIC SH,MAY,2017,9104,5,STRAY,5/25/17,TRANSFER,5/29/17,SCAN NO CHIP,OVER THE COUNTER
A0950832,DOG,NORWICH TERRIER,DEC,2016,8400,5,CONFISCATED,12/24/16,RETURNED TO OWNER,1/4/17,SCAN CHIP,OVER THE COUNTER
A0960056,DOG,PIT BULL,OCT,2016,2500,2,STRAY,10/15/16,ADOPTION,10/19/16,SCAN NO CHIP,OVER THE COUNTER
A1005033,CAT,DOMESTIC SH,AUG,2017,1400,14,STRAY,8/13/17,ADOPTION,8/19/17,SCAN NO CHIP,FIELD
A0997328,CAT,SIAMESE,JUN,2017,18506,10,STRAY,6/6/17,EUTHANIZED,6/6/17,SCAN NO CHIP,OVER THE COUNTER
A0977465,DOG,MALTESE,JAN,2017,10701,6,STRAY,1/27/17,TRANSFER,1/31/17,SCAN NO CHIP,FIELD
A0992969,CAT,DOMESTIC SH,MAY,2017,12000,7,OWNER SURRENDER,5/11/17,ADOPTION,5/18/17,SCAN NO CHIP,OVER THE COUNTER
A0984680,CAT,DOMESTIC SH,MAR,2017,20500,6,OWNER SURRENDER,3/14/17,ADOPTION,3/16/17,SCAN NO CHIP,OVER THE COUNTER
A1001316,DOG,BLOODHOUND,SEP,2017,9608,13,STRAY,9/3/17,RETURNED TO OWNER,9/3/17,SCAN CHIP,FIELD
A0994401,CAT,DOMESTIC SH,MAY,2017,6302,1,STRAY,5/18/17,TRANSFER,5/22/17,SCAN NO CHIP,OVER THE COUNTER
A1003323,DOG,CHIHUAHUA SH,JUL,2017,17003,8,OWNER SURRENDER,7/28/17,ADOPTION,8/6/17,SCAN NO CHIP,SWEEP
A0815439,DOG,CHIHUAHUA SH,JUN,2017,19208,11,OWNER SURRENDER,6/25/17,EUTHANIZED,6/26/17,SCAN CHIP,OVER THE COUNTER
A0999969,DOG,PIT BULL,JUN,2017,16701,8,OWNER SURRENDER,6/27/17,TRANSFER,7/1/17,SCAN NO CHIP,FIELD
A1002179,DOG,CHIHUAHUA SH,JUL,2017,5400,4,OWNER SURRENDER,7/17/17,TRANSFER,7/18/17,SCAN NO CHIP,OVER THE COUNTER
A0958589,DOG,SCHNAUZER MIN,OCT,2016,5700,4,STRAY,10/5/16,ADOPTION,10/17/16,SCAN CHIP,SWEEP
A0984057,DOG,LABRADOR RETR,JUN,2017,1001,14,OWNER SURRENDER,6/9/17,ADOPTION,6/26/17,SCAN CHIP,OVER THE COUNTER
A0892727,DOG,GERM SHEPHERD,MAR,2017,11602,8,STRAY,3/8/17,ADOPTION,3/27/17,SCAN CHIP,SWEEP
A0999925,DOG,GERM SHEPHERD,JUN,2017,5500,4,OWNER SURRENDER,6/27/17,EUTHANIZED,6/28/17,SCAN NO CHIP,FIELD
A0984243,DOG,CHIHUAHUA SH,APR,2017,9607,13,FOSTER,4/8/17,ADOPTION,4/8/17,SCAN NO CHIP,OVER THE COUNTER
A0975229,CAT,DOMESTIC SH,JAN,2017,9105,5,OWNER SURRENDER,1/21/17,TRANSFER,1/30/17,UNABLE TO SCAN,OVER THE COUNTER
A0971984,DOG,LABRADOR RETR,JAN,2017,8604,4,STRAY,1/4/17,ADOPTION,1/17/17,SCAN CHIP,SWEEP
A0959485,CAT,DOMESTIC SH,OCT,2016,6302,1,STRAY,10/12/16,TRANSFER,10/13/16,SCAN NO CHIP,OVER THE COUNTER
A0975377,DOG,PIT BULL,JAN,2017,5500,4,CONFISCATED,1/23/17,RETURNED TO OWNER,2/2/17,UNABLE TO SCAN,FIELD
A0966165,DOG,CHIHUAHUA SH,NOV,2016,10601,6,OWNER SURRENDER,11/22/16,TRANSFER,11/23/16,SCAN NO CHIP,OVER THE COUNTER
A0996839,DOG,LABRADOR RETR,JUN,2017,9202,5,STRAY,6/4/17,RETURNED TO OWNER,6/4/17,SCAN NO CHIP,SWEEP
A0978473,CAT,DOMESTIC SH,FEB,2017,20400,2,TRANSFER,2/3/17,EUTHANIZED,2/6/17,UNABLE TO SCAN,OVER THE COUNTER
A0960107,DOG,LABRADOR RETR,OCT,2016,5400,4,STRAY,10/16/16,EUTHANIZED,10/20/16,SCAN NO CHIP,SWEEP
A0969313,DOG,PUG,DEC,2016,19019,10,STRAY,12/12/16,TRANSFER,12/16/16,SCAN NO CHIP,OVER THE COUNTER
A0983880,DOG,COLLIE SMOOTH,MAR,2017,7804,10,STRAY,3/8/17,TRANSFER,3/12/17,SCAN NO CHIP,OVER THE COUNTER
A0973180,DOG,POODLE TOY,JAN,2017,8703,4,STRAY,1/12/17,EUTHANIZED,1/13/17,SCAN NO CHIP,FIELD
A0972842,DOG,BOXER,JAN,2017,12500,9,STRAY,1/10/17,ADOPTION,1/28/17,SCAN NO CHIP,FIELD
A1007600,DOG,CHIHUAHUA SH,SEP,2017,20400,2,CONFISCATED,9/6/17,TRANSFER,9/6/17,SCAN NO CHIP,FIELD
A0972477,DOG,CHIHUAHUA SH,JAN,2017,11500,7,OWNER SURRENDER,1/6/17,ADOPTION,1/19/17,SCAN NO CHIP,FIELD
A0983016,DOG,CHIHUAHUA SH,MAR,2017,2702,7,STRAY,3/1/17,TRANSFER,3/8/17,SCAN NO CHIP,FIELD
A0988909,DOG,LABRADOR RETR,APR,2017,20500,6,OWNER SURRENDER,4/13/17,ADOPTION,4/15/17,SCAN NO CHIP,OVER THE COUNTER
A0983817,CAT,DOMESTIC SH,MAR,2017,20500,6,FOSTER,3/8/17,TRANSFER,3/8/17,UNABLE TO SCAN,OVER THE COUNTER
A0960746,DOG,BOXER,OCT,2016,17001,8,OWNER SURRENDER,10/20/16,TRANSFER,10/20/16,SCAN NO CHIP,OVER THE COUNTER
A0970218,DOG,PICARDY SHEEPDG,DEC,2016,2500,2,STRAY,12/21/16,TRANSFER,1/8/17,SCAN NO CHIP,SWEEP
A1005839,DOG,BULL TERRIER,AUG,2017,11002,4,STRAY,8/20/17,EUTHANIZED,8/21/17,SCAN NO CHIP,FIELD
A0966445,DOG,PIT BULL,NOV,2016,4900,4,STRAY,11/25/16,EUTHANIZED,12/1/16,SCAN NO CHIP,FIELD
A1007293,DOG,GERM SHEPHERD,SEP,2017,4300,6,STRAY,9/2/17,TRANSFER,9/6/17,SCAN NO CHIP,OVER THE COUNTER
A0972128,DOG,LABRADOR RETR,JAN,2017,4300,6,STRAY,1/4/17,EUTHANIZED,1/8/17,SCAN NO CHIP,SWEEP
A0981616,DOG,PIT BULL,FEB,2017,8703,4,STRAY,2/17/17,EUTHANIZED,2/21/17,SCAN NO CHIP,FIELD
A0965885,DOG,CHIHUAHUA SH,NOV,2016,11800,5,STRAY,11/20/16,EUTHANIZED,11/24/16,SCAN NO CHIP,FIELD
A0963347,DOG,GERM SHEPHERD,NOV,2016,17102,8,STRAY,11/5/16,TRANSFER,11/6/16,SCAN NO CHIP,OVER THE COUNTER
A0999386,CAT,DOMESTIC SH,JUN,2017,6301,4,STRAY,6/22/17,EUTHANIZED,6/28/17,UNABLE TO SCAN,OVER THE COUNTER
A0992279,DOG,CHIHUAHUA SH,MAY,2017,11702,5,OWNER SURRENDER,5/6/17,TRANSFER,5/8/17,SCAN NO CHIP,SWEEP
A0973073,DOG,PIT BULL,JAN,2017,20300,7,OWNER SURRENDER,1/11/17,EUTHANIZED,1/12/17,SCAN NO CHIP,OVER THE COUNTER
A0992728,DOG,CHIHUAHUA SH,MAY,2017,6501,1,OWNER SURRENDER,5/9/17,TRANSFER,5/10/17,SCAN NO CHIP,OVER THE COUNTER
A0972563,DOG,GERM SHEPHERD,JAN,2017,11500,7,STRAY,1/8/17,EUTHANIZED,1/12/17,SCAN NO CHIP,FIELD
A0992232,DOG,GERM SHEPHERD,MAY,2017,2702,7,STRAY,5/6/17,ADOPTION,5/10/17,SCAN NO CHIP,FIELD
A0986082,DOG,ROTTWEILER,MAR,2017,11900,5,STRAY,3/24/17,RETURNED TO OWNER,3/27/17,SCAN NO CHIP,FIELD
A0967325,CAT,DOMESTIC SH,DEC,2016,601,2,OWNER SURRENDER,12/1/16,EUTHANIZED,12/1/16,SCAN NO CHIP,OVER THE COUNTER
A1002963,CAT,DOMESTIC SH,JUL,2017,11602,8,OWNER SURRENDER,7/24/17,ADOPTION,7/25/17,SCAN NO CHIP,OVER THE COUNTER
A0996705,DOG,MALTESE,JUN,2017,12702,9,STRAY,6/3/17,ADOPTION,6/8/17,SCAN NO CHIP,FIELD
A0959248,DOG,GERM SHEPHERD,OCT,2016,11701,5,STRAY,10/11/16,ADOPTION,10/29/16,SCAN NO CHIP,FIELD
A1000203,DOG,CHIHUAHUA SH,JUN,2017,6800,1,STRAY,6/29/17,ADOPTION,7/6/17,SCAN NO CHIP,OVER THE COUNTER
A0995771,BIRD,BLACKBIRD,MAY,2017,10902,8,WILDLIFE,5/28/17,EUTHANIZED,5/28/17,SCAN NO CHIP,OVER THE COUNTER
A0989730,DOG,GERM SHEPHERD,APR,2017,16510,3,OWNER SURRENDER,4/19/17,ADOPTION,4/28/17,SCAN NO CHIP,OVER THE COUNTER
A0923202,DOG,GREAT DANE,MAY,2017,20500,6,OWNER SURRENDER,5/17/17,EUTHANIZED,5/18/17,SCAN CHIP,OVER THE COUNTER
A1006444,DOG,PIT BULL,AUG,2017,5300,1,OWNER SURRENDER,8/26/17,TRANSFER,8/27/17,SCAN NO CHIP,OVER THE COUNTER
A0904139,DOG,PIT BULL,OCT,2016,5300,1,STRAY,10/25/16,ADOPTION,11/11/16,SCAN CHIP,FIELD
A1006758,DOG,CHINESE SHARPEI,AUG,2017,11900,5,STRAY,8/29/17,TRANSFER,9/11/17,SCAN NO CHIP,FIELD
A0972862,DOG,PIT BULL,JAN,2017,3700,7,STRAY,1/10/17,TRANSFER,1/13/17,SCAN NO CHIP,FIELD
A0982708,DOG,CHIHUAHUA SH,FEB,2017,10601,6,STRAY,2/25/17,TRANSFER,3/1/17,SCAN NO CHIP,OVER THE COUNTER
A0996984,DOG,CAIRN TERRIER,JUN,2017,75206,6,FOUND REPORT,6/5/17,FOUND REPORT,6/16/17,UNABLE TO SCAN,OVER THE COUNTER
A1009108,CAT,DOMESTIC SH,SEP,2017,4201,1,STRAY,9/21/17,OTHER,NA,SCAN NO CHIP,OVER THE COUNTER
A0965997,DOG,CHIHUAHUA SH,NOV,2016,7815,13,OWNER SURRENDER,11/21/16,EUTHANIZED,11/21/16,SCAN NO CHIP,FIELD
A0990219,DOG,GERM SHEPHERD,APR,2017,401,2,CONFISCATED,4/22/17,RETURNED TO OWNER,5/3/17,SCAN NO CHIP,FIELD
A0989288,DOG,PIT BULL,APR,2017,9301,5,STRAY,4/15/17,EUTHANIZED,5/17/17,SCAN NO CHIP,FIELD
A0987538,DOG,GERM SHEPHERD,APR,2017,11001,3,CONFISCATED,4/4/17,RETURNED TO OWNER,4/17/17,SCAN NO CHIP,FIELD
A0966265,CAT,AMER SH,NOV,2016,31704,12,STRAY,11/23/16,TRANSFER,11/23/16,SCAN NO CHIP,FIELD
A0993293,DOG,PIT BULL,MAY,2017,401,2,STRAY,5/13/17,EUTHANIZED,5/17/17,SCAN NO CHIP,OVER THE COUNTER
A0962162,CAT,DOMESTIC SH,OCT,2016,7201,6,OWNER SURRENDER,10/29/16,EUTHANIZED,10/30/16,SCAN NO CHIP,OVER THE COUNTER
A0967749,DOG,ST BERNARD SMTH,DEC,2016,5100,1,CONFISCATED,12/4/16,TRANSFER,12/14/16,SCAN NO CHIP,OVER THE COUNTER
A0960055,DOG,PIT BULL,OCT,2016,2500,2,STRAY,10/15/16,ADOPTION,10/23/16,SCAN NO CHIP,OVER THE COUNTER
A1005677,DOG,CHIHUAHUA SH,AUG,2017,7821,13,OWNER SURRENDER,8/18/17,ADOPTION,8/19/17,SCAN NO CHIP,OVER THE COUNTER
A0959642,DOG,SCHNAUZER STAND,OCT,2016,10102,6,STRAY,10/12/16,TRANSFER,10/16/16,SCAN NO CHIP,SWEEP
A1003342,CAT,DOMESTIC SH,JUL,2017,19018,10,STRAY,7/28/17,EUTHANIZED,8/1/17,SCAN NO CHIP,FIELD
A0974174,DOG,CHIHUAHUA SH,JAN,2017,4900,4,OWNER SURRENDER,1/19/17,TRANSFER,1/29/17,SCAN NO CHIP,FIELD
A1009162,CAT,DOMESTIC SH,SEP,2017,11900,5,OWNER SURRENDER,9/22/17,EUTHANIZED,10/4/17,SCAN NO CHIP,OVER THE COUNTER
A0947483,DOG,LABRADOR RETR,OCT,2016,702,14,OWNER SURRENDER,10/10/16,EUTHANIZED,10/11/16,SCAN CHIP,OVER THE COUNTER
A0953640,DOG,SHIH TZU,JUL,2017,10703,6,STRAY,7/19/17,RETURNED TO OWNER,7/19/17,SCAN CHIP,SWEEP
A0986131,WILDLIFE,OPOSSUM,MAR,2017,3700,7,WILDLIFE,3/24/17,EUTHANIZED,3/24/17,SCAN NO CHIP,FIELD
A0979543,DOG,CHIHUAHUA SH,FEB,2017,20500,6,STRAY,2/5/17,TRANSFER,2/10/17,SCAN NO CHIP,OVER THE COUNTER
A0997217,DOG,CHIHUAHUA SH,JUN,2017,75217,17,LOST REPORT,6/6/17,LOST REPORT,6/17/17,UNABLE TO SCAN,OVER THE COUNTER
A1001720,WILDLIFE,GUINEA PIG,JUL,2017,11900,5,OWNER SURRENDER,7/13/17,ADOPTION,7/17/17,SCAN NO CHIP,OVER THE COUNTER
A1002424,DOG,CHIHUAHUA SH,JUL,2017,7102,2,STRAY,7/19/17,EUTHANIZED,8/3/17,SCAN NO CHIP,OVER THE COUNTER
A0959001,DOG,LABRADOR RETR,OCT,2016,5400,4,STRAY,10/7/16,EUTHANIZED,10/18/16,SCAN CHIP,FIELD
A1007933,CAT,DOMESTIC SH,SEP,2017,4500,1,STRAY,9/8/17,EUTHANIZED,9/8/17,SCAN NO CHIP,OVER THE COUNTER
A0981917,DOG,GERM SHEPHERD,FEB,2017,12302,7,STRAY,2/20/17,ADOPTION,2/28/17,SCAN NO CHIP,FIELD
A0958504,CAT,DOMESTIC SH,OCT,2016,2000,1,STRAY,10/5/16,ADOPTION,10/11/16,SCAN NO CHIP,OVER THE COUNTER
A0995848,CAT,DOMESTIC SH,JUN,2017,13618,12,FOSTER,6/17/17,ADOPTION,6/17/17,SCAN NO CHIP,OVER THE COUNTER
A0969825,CAT,ABYSSINIAN,DEC,2016,11103,3,STRAY,12/17/16,TRANSFER,12/20/16,SCAN NO CHIP,OVER THE COUNTER
A0975489,DOG,PIT BULL,MAY,2017,13620,11,CONFISCATED,5/25/17,RETURNED TO OWNER,6/3/17,SCAN NO CHIP,FIELD
A0995735,CAT,DOMESTIC SH,JUN,2017,20500,6,FOSTER,6/27/17,FOSTER,6/28/17,SCAN NO CHIP,OVER THE COUNTER
A0959403,CAT,DOMESTIC SH,OCT,2016,406,2,OWNER SURRENDER,10/11/16,EUTHANIZED,10/12/16,SCAN NO CHIP,OVER THE COUNTER
A0961854,DOG,BULL TERRIER,OCT,2016,4201,1,STRAY,10/26/16,EUTHANIZED,11/6/16,SCAN CHIP,OVER THE COUNTER
A0966034,DOG,PIT BULL,NOV,2016,75217,17,LOST REPORT,11/21/16,LOST REPORT,12/3/16,SCAN NO CHIP,OVER THE COUNTER
A0982620,DOG,COLLIE SMOOTH,FEB,2017,10500,6,STRAY,2/24/17,RETURNED TO OWNER,2/27/17,SCAN NO CHIP,SWEEP
A0987074,DOG,PIT BULL,MAR,2017,11001,3,OWNER SURRENDER,3/31/17,EUTHANIZED,3/31/17,SCAN NO CHIP,FIELD
A0961187,CAT,DOMESTIC SH,OCT,2016,9304,8,OWNER SURRENDER,10/23/16,TRANSFER,10/24/16,SCAN NO CHIP,OVER THE COUNTER
A0964781,CAT,DOMESTIC SH,NOV,2016,20400,2,OWNER SURRENDER,11/13/16,EUTHANIZED,11/16/16,SCAN CHIP,OVER THE COUNTER
A0966213,DOG,ROTTWEILER,NOV,2016,8801,4,STRAY,11/22/16,ADOPTION,11/28/16,SCAN NO CHIP,FIELD
A0962631,CAT,DOMESTIC MH,NOV,2016,9105,5,STRAY,11/2/16,ADOPTION,11/26/16,SCAN NO CHIP,FIELD
A0975410,DOG,RAT TERRIER,JAN,2017,20400,2,STRAY,1/23/17,EUTHANIZED,1/24/17,SCAN NO CHIP,FIELD
A0970641,DOG,CHIHUAHUA SH,DEC,2016,11300,8,OWNER SURRENDER,12/29/16,ADOPTION,12/31/16,SCAN CHIP,OVER THE COUNTER
A0967120,DOG,SHIH TZU,NOV,2016,8604,4,CONFISCATED,11/30/16,TRANSFER,12/16/16,SCAN NO CHIP,FIELD
A0999018,DOG,PIT BULL,JUN,2017,10704,3,STRAY,6/19/17,EUTHANIZED,6/19/17,SCAN NO CHIP,OVER THE COUNTER
A0967041,DOG,OLDENG SHEEPDOG,NOV,2016,10601,6,STRAY,11/30/16,RETURNED TO OWNER,11/30/16,SCAN CHIP,SWEEP
A0970917,DOG,FEIST,DEC,2016,75223,23,LOST REPORT,12/27/16,LOST REPORT,1/10/17,UNABLE TO SCAN,OVER THE COUNTER
A0990386,CAT,DOMESTIC SH,APR,2017,9000,7,STRAY,4/24/17,TRANSFER,5/1/17,SCAN NO CHIP,OVER THE COUNTER
A1004116,CAT,DOMESTIC SH,AUG,2017,6100,4,STRAY,8/4/17,EUTHANIZED,8/4/17,SCAN NO CHIP,OVER THE COUNTER
A0982380,DOG,PIT BULL,APR,2017,5600,4,FOSTER,4/29/17,ADOPTION,4/29/17,SCAN NO CHIP,FIELD
A0972112,DOG,LABRADOR RETR,JAN,2017,401,2,OWNER SURRENDER,1/4/17,TRANSFER,1/9/17,SCAN NO CHIP,OVER THE COUNTER
A1002815,DOG,PIT BULL,SEP,2017,20500,6,FOSTER,9/14/17,ADOPTION,9/16/17,SCAN NO CHIP,OVER THE COUNTER
A0991266,DOG,GERM SHEPHERD,APR,2017,2701,7,STRAY,4/29/17,TRANSFER,5/9/17,SCAN NO CHIP,FIELD
A0894404,DOG,PIT BULL,OCT,2016,13011,9,CONFISCATED,10/13/16,RETURNED TO OWNER,10/23/16,SCAN CHIP,FIELD
A0986226,WILDLIFE,OPOSSUM,MAR,2017,20500,6,WILDLIFE,3/24/17,WILDLIFE,3/25/17,UNABLE TO SCAN,FIELD
A0993065,DOG,CAIRN TERRIER,MAY,2017,9401,2,STRAY,5/11/17,RETURNED TO OWNER,5/11/17,UNABLE TO SCAN,SWEEP
A0971633,DOG,PIT BULL,DEC,2016,10601,6,STRAY,12/31/16,EUTHANIZED,1/20/17,SCAN NO CHIP,OVER THE COUNTER
A0964036,DOG,LABRADOR RETR,NOV,2016,8500,5,STRAY,11/9/16,EUTHANIZED,11/22/16,SCAN NO CHIP,FIELD
A0995099,DOG,LABRADOR RETR,MAY,2017,4000,7,STRAY,5/23/17,ADOPTION,6/9/17,SCAN NO CHIP,FIELD
A1001998,DOG,LABRADOR RETR,JUL,2017,11104,8,OWNER SURRENDER,7/16/17,ADOPTION,7/27/17,SCAN NO CHIP,OVER THE COUNTER
A1008966,DOG,PIT BULL,SEP,2017,11104,8,STRAY,9/20/17,RETURNED TO OWNER,9/20/17,SCAN NO CHIP,SWEEP
A0983291,DOG,PIT BULL,MAR,2017,11200,3,OWNER SURRENDER,3/2/17,ADOPTION,3/6/17,SCAN NO CHIP,FIELD
A0987029,DOG,LABRADOR RETR,MAR,2017,11702,5,STRAY,3/30/17,EUTHANIZED,3/30/17,SCAN NO CHIP,FIELD
A0994973,DOG,CHIHUAHUA SH,MAY,2017,2702,7,STRAY,5/23/17,ADOPTION,5/31/17,SCAN NO CHIP,SWEEP
A0993702,DOG,PIT BULL,MAY,2017,6700,3,STRAY,5/16/17,EUTHANIZED,5/28/17,SCAN NO CHIP,FIELD
A0969562,DOG,AMER BULLDOG,DEC,2016,11602,8,OWNER SURRENDER,12/14/16,ADOPTION,12/15/16,SCAN NO CHIP,OVER THE COUNTER
A0981810,DOG,PIT BULL,FEB,2017,11701,5,OWNER SURRENDER,2/18/17,RETURNED TO OWNER,2/20/17,SCAN NO CHIP,FIELD
A0965595,DOG,PUG,NOV,2016,4300,6,STRAY,11/17/16,RETURNED TO OWNER,11/21/16,SCAN NO CHIP,FIELD
A0958552,DOG,PIT BULL,OCT,2016,11401,8,STRAY,10/5/16,EUTHANIZED,10/18/16,SCAN NO CHIP,SWEEP
A0984248,DOG,PIT BULL,AUG,2017,9101,5,STRAY,8/24/17,ADOPTION,9/11/17,SCAN CHIP,SWEEP
A1001035,DOG,PIT BULL,JUL,2017,11601,8,STRAY,7/6/17,EUTHANIZED,7/10/17,SCAN NO CHIP,FIELD
A0958430,DOG,YORKSHIRE TERR,OCT,2016,4300,6,STRAY,10/5/16,ADOPTION,10/10/16,SCAN NO CHIP,OVER THE COUNTER
A0983666,DOG,LABRADOR RETR,MAR,2017,406,2,STRAY,3/6/17,TRANSFER,3/6/17,SCAN NO CHIP,OVER THE COUNTER
A1007936,DOG,MASTIFF,SEP,2017,17004,8,STRAY,9/8/17,ADOPTION,9/14/17,SCAN NO CHIP,FIELD
A0966383,DOG,CHIHUAHUA SH,NOV,2016,2500,2,OWNER SURRENDER,11/23/16,ADOPTION,11/28/16,SCAN NO CHIP,SWEEP
A1002446,DOG,MALTESE,JUL,2017,6402,1,STRAY,7/19/17,RETURNED TO OWNER,7/19/17,UNABLE TO SCAN,SWEEP
A0958575,CAT,DOMESTIC SH,OCT,2016,20500,6,OWNER SURRENDER,10/5/16,ADOPTION,10/14/16,SCAN NO CHIP,OVER THE COUNTER
A0960510,DOG,LABRADOR RETR,OCT,2016,8400,5,STRAY,10/19/16,EUTHANIZED,11/2/16,SCAN NO CHIP,SWEEP
A1003607,WILDLIFE,HAMSTER,JUL,2017,17004,8,OWNER SURRENDER,7/30/17,ADOPTION,8/19/17,SCAN NO CHIP,OVER THE COUNTER
A0960954,CAT,DOMESTIC SH,OCT,2016,404,2,STRAY,10/21/16,TRANSFER,11/6/16,SCAN NO CHIP,OVER THE COUNTER
A0988954,DOG,GERMAN PINSCHER,MAY,2017,20500,6,OWNER SURRENDER,5/12/17,ADOPTION,5/14/17,SCAN CHIP,OVER THE COUNTER
A0969106,CAT,DOMESTIC SH,DEC,2016,10902,8,OWNER SURRENDER,12/11/16,ADOPTION,12/15/16,SCAN NO CHIP,OVER THE COUNTER
A0970046,CAT,DOMESTIC SH,DEC,2016,10804,1,STRAY,12/19/16,ADOPTION,12/23/16,SCAN NO CHIP,OVER THE COUNTER
A0943564,DOG,GERM SHEPHERD,OCT,2016,7102,2,OWNER SURRENDER,10/1/16,RETURNED TO OWNER,10/2/16,SCAN CHIP,OVER THE COUNTER
A1002243,DOG,AUST CATTLE DOG,JUL,2017,17102,8,OWNER SURRENDER,7/18/17,TRANSFER,7/23/17,SCAN NO CHIP,OVER THE COUNTER
A1004163,DOG,PIT BULL,SEP,2017,12211,7,OWNER SURRENDER,9/23/17,EUTHANIZED,10/4/17,SCAN CHIP,FIELD
A0981327,DOG,LABRADOR RETR,FEB,2017,17102,8,STRAY,2/15/17,EUTHANIZED,2/19/17,SCAN NO CHIP,FIELD
A1010190,DOG,GERM SHEPHERD,SEP,2017,9104,5,STRAY,9/27/17,TRANSFER,10/2/17,SCAN NO CHIP,FIELD
A0828508,DOG,CHIHUAHUA SH,JAN,2017,18506,10,STRAY,1/19/17,ADOPTION,1/29/17,SCAN CHIP,FIELD
A0987670,DOG,GOLDEN RETR,APR,2017,10704,6,STRAY,4/5/17,ADOPTION,4/10/17,SCAN NO CHIP,SWEEP
A0994941,WILDLIFE,SQUIRREL,MAY,2017,13009,10,WILDLIFE,5/22/17,EUTHANIZED,5/22/17,UNABLE TO SCAN,FIELD
A0997015,CAT,DOMESTIC SH,JUN,2017,17004,8,STRAY,6/5/17,EUTHANIZED,6/5/17,SCAN NO CHIP,OVER THE COUNTER
A0976377,DOG,LABRADOR RETR,JAN,2017,9304,5,STRAY,1/25/17,ADOPTION,1/31/17,SCAN NO CHIP,FIELD
A1004017,DOG,GERM SHEPHERD,AUG,2017,12400,9,OWNER SURRENDER,8/3/17,EUTHANIZED,8/4/17,SCAN NO CHIP,FIELD
A0999281,DOG,CHIHUAHUA SH,JUN,2017,9301,5,STRAY,6/21/17,RETURNED TO OWNER,6/21/17,SCAN NO CHIP,SWEEP
A0960311,DOG,AMERICAN STAFF,OCT,2016,7102,2,OWNER SURRENDER,10/18/16,EUTHANIZED,10/31/16,SCAN NO CHIP,OVER THE COUNTER
A0976916,DOG,PIT BULL,JAN,2017,4000,7,STRAY,1/26/17,EUTHANIZED,2/5/17,SCAN NO CHIP,FIELD
A0962605,DOG,LHASA APSO,NOV,2016,20500,6,STRAY,11/2/16,EUTHANIZED,11/2/16,SCAN NO CHIP,OVER THE COUNTER
A0996221,DOG,PIT BULL,MAY,2017,4800,1,STRAY,5/31/17,ADOPTION,6/6/17,SCAN NO CHIP,OVER THE COUNTER
A0993743,DOG,CAIRN TERRIER,MAY,2017,5600,4,STRAY,5/16/17,TRANSFER,5/23/17,SCAN NO CHIP,OVER THE COUNTER
A0983208,CAT,AMER SH,APR,2017,20500,6,FOSTER,4/2/17,RETURNED TO OWNER,4/2/17,SCAN CHIP,OVER THE COUNTER
A0991589,DOG,PIT BULL,MAY,2017,3800,7,STRAY,5/1/17,RETURNED TO OWNER,5/8/17,UNABLE TO SCAN,FIELD
A0972958,DOG,LABRADOR RETR,JAN,2017,10703,6,TRANSFER,1/10/17,ADOPTION,1/16/17,SCAN NO CHIP,OVER THE COUNTER
A0980399,DOG,PIT BULL,FEB,2017,3700,7,OWNER SURRENDER,2/22/17,EUTHANIZED,2/26/17,SCAN CHIP,FIELD
A0863854,DOG,PIT BULL,APR,2017,11105,8,STRAY,4/18/17,EUTHANIZED,4/26/17,SCAN CHIP,FIELD
A1002107,DOG,SHIH TZU,JUL,2017,8400,5,LOST REPORT,7/17/17,LOST REPORT,7/28/17,SCAN NO CHIP,OVER THE COUNTER
A0979875,DOG,GERM SHEPHERD,MAR,2017,7822,13,OWNER SURRENDER,3/5/17,ADOPTION,3/6/17,SCAN CHIP,OVER THE COUNTER
A0989111,DOG,LABRADOR RETR,APR,2017,20500,6,STRAY,4/14/17,ADOPTION,4/18/17,SCAN NO CHIP,OVER THE COUNTER
A0739399,DOG,LABRADOR RETR,NOV,2016,20500,6,OWNER SURRENDER,11/19/16,FOSTER,12/10/16,SCAN CHIP,OVER THE COUNTER
A1009117,CAT,DOMESTIC SH,SEP,2017,6401,1,STRAY,9/16/17,EUTHANIZED,10/4/17,UNABLE TO SCAN,OVER THE COUNTER
A0961992,DOG,PIT BULL,OCT,2016,3902,7,STRAY,10/27/16,DIED,10/31/16,SCAN NO CHIP,OVER THE COUNTER
